,POSTED_BY,UNDER_CONSTRUCTION,RERA,BHK_NO.,BHK_OR_RK,SQUARE_FT,READY_TO_MOVE,RESALE,ADDRESS,LONGITUDE,LATITUDE,TARGET(PRICE_IN_LACS)
14195,Owner,0,0,1,BHK,702.2,1,1,"Kanadia Road,Indore",75.96,22.73,19.5
14196,Dealer,0,1,3,BHK,1776.0,1,1,"Bannerghatta,Bangalore",77.58,12.81,160.0
14197,Dealer,0,0,2,BHK,905.13,1,1,"Suraksha Nagar,Bangalore",79.11,20.1,52.0
14198,Dealer,0,0,3,BHK,1852.96,1,1,"Chembur,Maharashtra",72.9,19.06,370.0
14199,Dealer,1,0,3,BHK,1490.94,0,1,"Morabadi,Ranchi",85.34,23.4,50.2
14200,Dealer,0,0,3,BHK,1640.23,1,1,"Govind Puram,Ghaziabad",77.42,28.67,61.0
14201,Dealer,0,1,3,BHK,1323.4,1,0,"Mohan Nagar,Ghaziabad",77.38,28.68,62.2
14202,Dealer,1,1,2,BHK,992.13,0,1,"Bhumkar Nagar,Pune",73.88,18.53,63.0
14203,Dealer,0,0,3,BHK,1317.22,1,1,"Noida Extension,Noida",77.43,28.58,48.5
14204,Owner,0,0,2,BHK,1175.35,1,1,"Nr. Mahindra world city,Jaipur",80.01,12.72,37.0
14205,Owner,0,0,2,BHK,770.05,1,1,"Electronics City Phase 1,Bangalore",77.66,12.84,36.0
14206,Dealer,0,1,2,BHK,880.01,1,1,"Thane West,Lalitpur",72.96,19.18,170.0
14207,Owner,1,1,3,BHK,1274.9,0,1,"Noida Extension,Noida",77.43,28.58,48.0
14208,Dealer,0,0,1,BHK,500.0,1,1,"Chipiyana Buzurg,Ghaziabad",77.45,28.63,13.5
14209,Owner,0,0,3,BHK,1900.3,1,1,"Gotri,Vadodara",73.15,22.31,69.0
14210,Dealer,0,1,2,BHK,964.55,1,1,"Moshi,Pune",73.85,18.67,41.9
14211,Owner,0,0,1,BHK,749.97,1,1,"Kasumpti,Shimla",77.17,31.1,62.0
14212,Dealer,0,0,3,BHK,1350.17,1,1,"Jagatpura,Jaipur",75.84,26.83,31.0
14213,Owner,0,0,3,BHK,784.84,1,1,"Brahmapuri,Chandrapur",79.86,20.61,29.0
14214,Dealer,0,0,2,BHK,1036.98,1,1,"Pandhare Wasti,Pune",74.46,18.14,53.0
14215,Owner,0,0,2,BHK,525.1,1,1,"Dhakuria,Kolkata",88.36,22.51,25.0
14216,Dealer,1,1,2,BHK,1079.94,0,1,"Sultanpur Road,Lucknow",80.85,27.05,28.1
14217,Dealer,1,1,2,BHK,1286.05,0,1,"Khandagiri,Bhubaneswar",85.78,20.26,55.3
14218,Dealer,0,0,2,BHK,764.53,1,1,"Thakur Village,Lalitpur",77.59,12.92,150.0
14219,Dealer,0,1,2,BHK,907.63,1,1,"Taloja,Mumbai",73.1,19.08,33.9
14220,Dealer,0,0,3,BHK,1450.18,1,1,"Sector-61 Noida,Noida",77.37,28.59,70.0
14221,Dealer,0,0,2,BHK,800.0,1,1,"Bevarly Park,Maharashtra",73.0,19.1,80.0
14222,Dealer,0,0,1,BHK,665.0,1,1,"Andheri (East),Mumbai",72.87,19.11,120.0
14223,Owner,0,0,2,BHK,1050.06,1,1,"K G Colony,Bangalore",77.6,12.97,43.0
14224,Dealer,0,0,2,BHK,1300.21,1,1,"Avarampalayam,Coimbatore",76.99,11.03,67.0
14225,Dealer,0,1,3,BHK,2257.89,1,1,"Borivali (East),Maharashtra",72.86,19.24,370.0
14226,Dealer,1,0,3,BHK,870.36,0,1,"Sodepur,Kolkata",88.39,22.7,19.0
14227,Dealer,1,1,2,BHK,612.0,0,0,"Mira Road,Maharashtra",72.86,19.28,78.0
14228,Dealer,0,0,1,BHK,705.02,1,1,"Versova Layout,Bangalore",77.6,12.97,69.0
14229,Dealer,0,0,2,BHK,1044.03,1,1,"Chakan,Pune",73.82,18.74,92.0
14230,Dealer,0,0,2,BHK,1004.3,1,1,"Sector 77 Faridabad,Faridabad",77.37,28.37,28.0
14231,Dealer,0,0,2,BHK,1145.04,1,1,"Nirmal Bag,Rishikesh",78.27,30.07,45.0
14232,Owner,1,0,2,BHK,1135.07,0,1,"Pandeshwar,Mangalore",74.84,12.86,50.0
14233,Dealer,0,0,3,BHK,2031.28,1,1,"Sector-11 Ghansoli,Lalitpur",77.33,28.6,300.0
14234,Owner,1,1,3,BHK,1680.42,0,1,"Gomti Nagar Extension,Lucknow",77.0,21.0,55.0
14235,Owner,0,1,2,BHK,1240.22,1,1,"Whitefield,Bangalore",77.76,13.0,65.0
14236,Dealer,0,0,3,BHK,1299.93,1,1,"Gola Road,Patna",85.14,25.61,55.0
14237,Owner,0,0,2,BHK,1050.0,1,1,"Vidyaranyapura,Bangalore",77.56,13.08,42.0
14238,Dealer,0,0,2,BHK,956.02,1,1,"Uniworld City,Kolkata",88.5,22.56,55.0
14239,Owner,0,0,2,BHK,814.7,1,1,"Bhawani Peth,Pune",73.87,18.51,72.5
14240,Owner,0,0,3,BHK,1600.0,1,1,"Manorama Ganj,Indore",75.88,22.72,80.0
14241,Dealer,0,1,1,BHK,433.6,1,1,"Mathura,Agra",77.68,27.48,14.3
14242,Dealer,0,0,2,BHK,1214.94,1,1,"Suraksha Nagar,Bangalore",79.11,20.1,68.0
14243,Dealer,0,1,3,BHK,1652.5,1,1,"Malad (East),Mumbai",72.86,19.18,280.0
14244,Dealer,1,1,3,BHK,1341.99,0,1,"Bannerghatta Road,Bangalore",77.58,12.81,97.2
14245,Owner,0,0,2,BHK,1200.15,1,1,"Marathahalli,Bangalore",77.7,12.96,65.0
14246,Dealer,1,1,3,BHK,1830.07,0,1,"Gomti Nagar Extension,Lucknow",77.0,21.0,98.0
14247,Owner,0,0,2,BHK,1049.87,1,1,"Indira Nagar,Kanpur",80.26,26.51,48.0
14248,Dealer,0,1,2,BHK,1315.2,1,1,"Amar Shaheed Path,Lucknow",81.0,26.75,59.0
14249,Dealer,0,0,2,BHK,948.34,1,1,"Shalimar Garden Extension I,Ghaziabad",77.34,28.69,25.7
14250,Owner,0,0,2,BHK,1000.0,1,1,"Parthasarathy Nagar,Chennai",87.99,24.09,42.0
14251,Dealer,0,0,2,BHK,677.0,1,1,"Peddar Road,Lalitpur",72.81,18.98,370.0
14252,Dealer,0,1,4,BHK,2105.26,1,0,"Sector-69 Gurgaon,Gurgaon",77.04,28.39,130.0
14253,Owner,0,0,2,BHK,1180.26,1,1,"Shamshabad Road,Agra",78.04,27.14,22.0
14254,Dealer,0,1,3,BHK,1870.08,1,1,"4 Bunglows,Maharashtra",72.83,19.13,380.0
14255,Owner,0,0,2,BHK,753.01,1,1,"Raj Nagar Extension,Ghaziabad",75.78,26.9,25.0
14256,Owner,0,1,3,BHK,1700.19,1,1,"Sector-75 Noida,Noida",77.38,28.58,71.0
14257,Owner,0,0,2,BHK,943.75,1,1,"Near Samparan Hospital,Jamnagar",70.77,22.29,25.0
14258,Dealer,0,0,2,BHK,1841.41,1,1,"Mukundapur,Kolkata",88.4,22.49,160.0
14259,Owner,0,0,1,BHK,700.07,1,1,"Amroli,Surat",72.86,21.24,9.5
14260,Dealer,1,1,2,BHK,1342.86,0,1,"Sushant Golf City,Lucknow",81.01,26.78,47.0
14261,Owner,0,0,2,BHK,925.01,1,1,"Shakthi Ganapathi Nagar,Bangalore",79.48,11.91,63.9
14262,Owner,0,1,2,BHK,890.06,1,1,"Pirangut,Pune",73.69,18.51,37.0
14263,Dealer,0,0,4,BHK,2520.16,1,1,"Jessore Road,Kolkata",88.34,22.54,150.0
14264,Builder,1,1,2,BHK,1215.08,0,0,"Sector-102 Gurgaon,Gurgaon",76.97,28.48,83.5
14265,Dealer,0,0,2,BHK,1200.96,1,1,"Sector 15 Kharghar,Lalitpur",73.08,19.04,120.0
14266,Owner,0,1,2,BHK,1250.0,1,1,"Dayal Bagh,Agra",78.01,27.23,40.5
14267,Dealer,0,0,2,BHK,1000.0,1,1,"Vaibhav Khand,Ghaziabad",76.9,28.92,50.0
14268,Dealer,0,1,2,BHK,972.03,1,1,"Moshi,Pune",73.85,18.67,42.4
14269,Dealer,0,0,3,BHK,2358.49,1,1,"Vasna-Bhayli-Road,Vadodara",73.13,22.29,65.0
14270,Dealer,0,0,2,BHK,750.0,1,1,"Dhakuria,Kolkata",88.36,22.51,36.0
14271,Builder,1,1,1,BHK,302.77,0,0,"Sutar Mala,Kolhapur",73.71,17.29,13.9
14272,Owner,0,0,2,BHK,1150.09,1,1,"Kogilu,Bangalore",77.61,13.09,49.5
14273,Owner,0,0,2,BHK,1000.0,1,1,"Sector II - Salt Lake,Kolkata",88.34,22.54,46.0
14274,Owner,0,0,3,BHK,1560.21,1,1,"Sector-137 Noida,Noida",77.41,28.51,85.0
14275,Owner,0,0,3,BHK,2000.0,1,1,"Khadki Bazar,Pune",73.88,18.23,170.0
14276,Dealer,0,0,2,BHK,850.18,1,1,"Manish Nagar,Nagpur",79.07,21.09,37.0
14277,Owner,0,0,2,BHK,1170.12,1,1,"NRI Layout,Bangalore",77.6,12.97,65.0
14278,Dealer,1,1,1,BHK,649.65,0,1,"Kandivali (East),Lalitpur",72.87,19.2,71.5
14279,Owner,0,0,3,BHK,1395.04,1,1,"Indirapuram,Ghaziabad",77.36,28.64,85.0
14280,Dealer,0,0,1,BHK,548.79,1,1,"Karapakkam,Chennai",80.24,12.93,32.9
14281,Dealer,0,0,2,BHK,1220.06,1,1,"Malad (West),Lalitpur",72.83,19.18,190.0
14282,Owner,0,0,2,BHK,1174.13,1,1,"Bannerghatta Road,Bangalore",77.58,12.81,65.0
14283,Dealer,0,1,3,BHK,1290.18,1,1,"Indira Nagar,Lalitpur",80.99,26.89,57.0
14284,Dealer,1,1,2,BHK,986.02,0,1,"Chembur,Maharashtra",72.9,19.06,170.0
14285,Dealer,0,0,4,BHK,2080.44,1,1,"Sector-77 Noida,Noida",77.39,28.57,120.0
14286,Owner,0,0,3,BHK,1340.18,1,1,"Kanke,Ranchi",85.33,23.36,60.0
14287,Owner,0,0,1,BHK,609.96,1,1,"Malvan,Sindhudurg",73.47,16.06,18.0
14288,Dealer,1,0,2,BHK,1300.03,0,1,"Dommasandra,Bangalore",77.74,13.01,38.0
14289,Dealer,0,0,3,BHK,1415.16,1,1,"Salt Lake,Kolkata",88.34,22.54,95.0
14290,Dealer,0,0,2,BHK,1339.29,1,1,"Sector 88 Faridabad,Faridabad",77.35,28.43,51.0
14291,Dealer,0,1,3,BHK,1162.91,1,1,"Ghodbunder Road,Mumbai",76.81,28.74,110.0
14292,Dealer,0,0,2,BHK,1000.0,1,1,"Anjanapura,Bangalore",77.6,12.97,35.0
14293,Dealer,1,1,2,BHK,1102.13,0,0,"Sholinganallur,Chennai",80.23,12.9,51.8
14294,Dealer,0,0,3,BHK,1634.3,1,1,"Santacruz (West),Maharashtra",72.84,19.08,520.0
14295,Dealer,0,0,2,BHK,1264.2,1,1,"Kundli,Sonipat",77.11,28.87,34.5
14296,Dealer,0,0,3,BHK,1250.0,1,1,"Jagatpura,Jaipur",75.84,26.83,30.0
14297,Owner,0,0,2,BHK,980.17,1,1,"Iyyappanthangal.,Chennai",80.14,13.04,43.0
14298,Owner,0,0,3,BHK,1500.0,1,1,"Sector-62 Noida,Noida",77.37,28.62,87.0
14299,Dealer,1,1,2,BHK,834.59,0,1,"Kandivali (East),Lalitpur",72.87,19.2,160.0
14300,Owner,0,0,3,BHK,1590.31,1,1,"Oyna,Ranchi",85.41,23.46,42.0
14301,Owner,0,0,2,BHK,678.08,1,1,"Korattur,Chennai",80.19,13.11,40.0
14302,Owner,1,0,3,BHK,1705.07,0,1,"Zirakpur,Panchkula",76.82,30.65,62.9
14303,Dealer,0,0,2,BHK,1121.95,1,1,"Sector-20 Koparkhairane,Mumbai",73.0,19.11,130.0
14304,Owner,0,0,2,BHK,1150.18,1,1,"Bansdroni,Kolkata",88.36,22.47,70.0
14305,Dealer,0,0,3,BHK,1650.11,1,1,"Edapally,Kochi",76.27,9.93,98.0
14306,Dealer,0,0,2,BHK,1063.15,1,1,"Sholinganallur,Chennai",80.23,12.9,50.0
14307,Owner,0,1,2,BHK,1250.0,1,1,"Mohkampur,Dehradun",78.08,30.27,46.0
14308,Dealer,0,0,1,BHK,585.02,1,1,"Wadala East,Maharashtra",72.87,19.01,120.0
14309,Dealer,0,0,2,BHK,1305.48,1,1,"Vasna-Bhayli-Road,Vadodara",73.13,22.29,35.0
14310,Owner,0,0,3,BHK,1300.05,1,1,"Jagatpura,Jaipur",75.84,26.83,50.0
14311,Owner,0,1,2,BHK,949.37,1,1,"Rajharsh Colony,Bhopal",77.42,23.25,24.0
14312,Owner,0,0,2,BHK,1000.0,1,1,"Satara Parisar,Aurangabad",75.31,19.85,31.0
14313,Dealer,0,0,3,BHK,1856.69,1,1,"Sector 82 Faridabad,Faridabad",77.36,28.39,64.0
14314,Dealer,0,0,3,BHK,1610.57,1,1,"Hosur Road,Bangalore",77.45,12.75,100.0
14315,Builder,1,1,1,BHK,373.68,0,0,"Karjat,Mumbai",72.83,18.97,23.4
14316,Dealer,1,0,3,BHK,1147.67,0,1,"Mullanpur,Chandigarh",76.79,30.74,42.9
14317,Owner,0,0,3,BHK,1760.18,1,1,"Sector-19 Panchkula,Panchkula",76.83,30.67,80.0
14318,Dealer,0,1,3,BHK,1232.25,1,1,"Sector 84 Faridabad,Faridabad",77.37,28.4,46.0
14319,Owner,0,0,1,BHK,650.14,1,1,"Khardah,Kolkata",88.38,22.72,16.0
14320,Dealer,1,0,3,BHK,711.53,0,1,"Faridpur,Faridabad",77.67,28.44,25.8
14321,Dealer,0,0,2,BHK,1020.13,1,1,"Palaspa,Lalitpur",78.42,24.69,76.0
14322,Dealer,1,1,3,BHK,2517.08,0,0,"Sector-82 Mohali,Mohali",76.73,30.65,140.0
14323,Owner,1,0,1,BHK,1800.5,0,1,"Kasarwadi,Pune",73.82,18.6,50.0
14324,Builder,0,0,2,BHK,1072.94,1,0,"Ragavendra Nagar,Pondicherry",79.48,11.95,45.6
14325,Dealer,1,1,1,BHK,690.06,0,1,"Kolshet Road,Maharashtra",72.96,19.25,83.0
14326,Owner,0,0,2,BHK,1500.16,1,1,"Ranjit Avenue,Amritsar",74.86,31.65,45.5
14327,Dealer,0,1,3,BHK,2301.94,1,1,"Sector-66A Mohali,Mohali",76.75,30.66,120.0
14328,Dealer,0,0,4,BHK,2141.56,1,1,"Sector 77 Faridabad,Faridabad",77.37,28.37,59.0
14329,Dealer,0,0,1,BHK,720.05,1,1,"Sector 19 Ulwe,Mumbai",73.08,19.05,58.0
14330,Dealer,1,1,1,BHK,649.95,0,1,"Sector 23 Ulwe,Lalitpur",77.05,28.51,49.0
14331,Owner,0,0,2,BHK,583.98,1,1,"Kelambakkam,Chennai",80.22,12.79,25.0
14332,Owner,0,0,3,BHK,1598.98,1,1,"Ayanavaram,Chennai",80.24,13.1,200.0
14333,Owner,0,1,3,BHK,1348.23,1,1,"Kidwai Nagar,Kanpur",80.33,26.43,70.0
14334,Dealer,0,0,2,BHK,1030.03,1,1,"Mira Road East,Mumbai",72.87,19.28,95.0
14335,Dealer,0,0,1,BHK,710.07,1,1,"Mahalakshmi Layout,Bangalore",77.55,13.01,59.0
14336,Dealer,1,0,3,BHK,1800.06,0,1,"Zirakpur,Mohali",76.82,30.65,65.0
14337,Dealer,0,0,2,BHK,800.0,1,1,"Kankanady,Mangalore",74.86,12.86,30.0
14338,Owner,0,0,2,BHK,1359.26,1,1,"C-Scheme,Jaipur",75.87,26.92,130.0
14339,Dealer,0,0,2,BHK,1200.0,1,1,"Gerugambakkam,Chennai",80.14,13.01,54.0
14340,Owner,0,0,2,BHK,695.09,1,1,"Bimleswari Colony, Behind Nar Narayan Mandir, Mayu,Durg",81.28,21.19,30.0
14341,Owner,0,0,2,BHK,1020.11,1,1,"Talaghattapura,Bangalore",77.53,12.87,35.0
14342,Dealer,0,0,3,BHK,1406.47,1,1,"Sector-9 Ulwe,Lalitpur",77.12,28.72,120.0
14343,Owner,0,0,1,BHK,697.02,1,1,"Althan,Surat",72.81,21.15,19.9
14344,Dealer,0,0,2,BHK,1200.0,1,1,"Mdc Sector-4,Panchkula",76.86,30.69,79.5
14345,Owner,0,1,2,BHK,1080.19,1,1,"Sector-75 Noida,Noida",77.38,28.58,59.0
14346,Owner,0,0,2,BHK,1100.16,1,1,"Kalali,Vadodara",73.17,22.26,33.5
14347,Dealer,0,0,1,BHK,613.69,1,1,"Tingre Nagar,Pune",73.85,18.52,44.1
14348,Dealer,0,0,2,BHK,1365.0,1,1,"Sector-11 Ghansoli,Lalitpur",77.33,28.6,200.0
14349,Builder,0,1,1,BHK,573.91,1,0,"Porur,Chennai",80.16,13.03,33.0
14350,Dealer,0,0,2,BHK,970.15,1,1,"Sector-21 Noida,Noida",77.34,28.59,52.0
14351,Dealer,0,0,2,BHK,800.33,1,1,"Kalwar Road,Jaipur",75.58,26.99,19.4
14352,Dealer,1,1,3,BHK,1699.31,0,1,"Majiwada,Mumbai",72.99,19.22,190.0
14353,Owner,0,0,2,BHK,2000.0,1,1,"Wanowrie,Pune",73.85,18.52,85.0
14354,Dealer,0,0,3,BHK,2202.64,1,1,"Whitefield,Bangalore",77.76,13.0,160.0
14355,Dealer,0,1,2,BHK,1247.99,1,1,"Raj Nagar Extension,Ghaziabad",75.78,26.9,38.9
14356,Owner,0,0,1,BHK,340.1,1,1,"Mithila,Bankura",87.08,23.24,5.7
14357,Dealer,0,0,3,BHK,1500.04,1,1,"Erandwane,Pune",73.83,18.51,200.0
14358,Dealer,0,0,3,BHK,1839.93,1,1,"Sector-20 Panchkula,Panchkula",76.86,30.67,60.0
14359,Owner,0,0,2,BHK,1200.0,1,1,"nutanvarsha colony,Jalgaon",75.57,21.02,45.0
14360,Owner,0,0,3,BHK,2352.94,1,1,"Thevara,Kochi",76.3,9.94,170.0
14361,Owner,0,0,1,BHK,484.91,1,1,"Ajmer Road,Jaipur",75.83,26.93,9.8
14362,Owner,0,0,3,BHK,850.19,1,1,"THDC Colony,Dehradun",78.28,30.1,29.0
14363,Dealer,0,0,3,BHK,2072.9,1,1,"Yelahanka,Bangalore",77.6,13.11,120.0
14364,Dealer,1,1,2,BHK,1048.99,0,1,"Dhokali,Lalitpur",78.42,24.69,100.0
14365,Dealer,1,1,3,BHK,1354.14,0,1,"Zirakpur,Mohali",76.82,30.65,57.7
14366,Dealer,0,0,2,BHK,824.74,1,1,"Valasaravakkam,Chennai",80.17,13.04,49.6
14367,Dealer,1,1,2,BHK,717.0,0,1,"Mulund (West),Mumbai",72.95,19.18,170.0
14368,Owner,0,1,2,BHK,860.05,1,1,"Koradi Road,Nagpur",79.11,21.24,33.0
14369,Dealer,1,1,2,BHK,898.92,0,1,"Sector 89 Faridabad,Faridabad",77.36,28.43,23.3
14370,Dealer,1,1,3,BHK,1556.96,0,0,"Majiwada,Lalitpur",72.99,19.22,180.0
14371,Dealer,0,0,2,BHK,1115.11,1,1,"Sector 35I Kharghar,Lalitpur",78.42,24.69,93.0
14372,Owner,0,0,3,BHK,1200.0,1,1,"Chatrapati Nagar,Nagpur",79.07,21.11,72.0
14373,Dealer,1,0,3,BHK,1261.11,0,0,"Jessore Road,Kolkata",88.34,22.54,45.4
14374,Dealer,0,0,3,BHK,1707.13,1,1,"7th Block Jayanagar,Bangalore",90.51,26.7,180.0
14375,Owner,1,1,2,BHK,766.12,0,1,"Sector-117 Noida,Noida",77.4,28.58,36.0
14376,Owner,0,0,2,BHK,960.08,1,1,"Vaibhav Khand,Ghaziabad",76.9,28.92,57.0
14377,Owner,1,0,2,BHK,1170.02,0,1,"New Amar Nagar,Nagpur",81.03,27.81,32.0
14378,Dealer,0,0,2,BHK,979.75,1,1,"Chhalera,Noida",77.32,28.57,27.1
14379,Dealer,0,1,3,BHK,1712.84,1,1,"Laxmi Nagar,Mumbai",70.79,22.28,230.0
14380,Owner,0,0,2,BHK,800.0,1,1,"Poonamallee,Chennai",80.11,13.05,30.0
14381,Dealer,0,0,2,BHK,1280.06,1,1,"Kalyani Nagar,Pune",73.9,18.55,140.0
14382,Dealer,0,0,2,BHK,1070.1,1,1,"Roadpali,Lalitpur",78.42,24.69,69.0
14383,Owner,0,0,2,BHK,1220.85,1,1,"Electronic City,Bangalore",77.67,12.85,78.0
14384,Owner,0,0,2,BHK,686.15,1,1,"Mannivakkam Shanmuga nagar 7th Street,Chennai",80.06,12.88,27.0
14385,Owner,0,1,2,BHK,1082.06,1,1,"Sector-74 Noida,Noida",77.39,28.58,60.0
14386,Dealer,1,1,3,BHK,1931.43,0,1,"Parel,Maharashtra",72.84,19.0,520.0
14387,Owner,1,0,2,BHK,1060.0,0,1,"Rukmini Gaon,Guwahati",91.8,26.13,53.0
14388,Owner,0,0,3,BHK,1830.24,1,1,"Belatur Colony,Bangalore",77.76,13.01,80.0
14389,Owner,0,0,2,BHK,1110.02,1,1,"Ibrahimpatnam,Vijayawada",80.62,16.52,34.0
14390,Owner,0,0,3,BHK,1495.28,1,1,"Sector-119 Noida,Noida",77.4,28.59,65.0
14391,Dealer,0,0,1,BHK,675.07,1,1,"Mira Bhayandar,Mumbai",72.88,19.26,60.0
14392,Owner,0,0,3,BHK,1050.13,1,1,"Napier Town,Jabalpur",79.93,23.16,75.0
14393,Dealer,1,0,3,BHK,1689.47,0,1,"Kalinganagar,Bhubaneswar",85.83,20.26,64.2
14394,Owner,0,1,3,BHK,1645.26,1,1,"Sector-70 Noida,Noida",77.38,28.6,82.0
14395,Owner,0,0,2,BHK,1100.11,1,1,"Sector 29 Faridabad,Faridabad",77.32,28.43,50.0
14396,Dealer,0,0,1,BHK,650.17,1,1,"Belavali,Lalitpur",78.42,24.69,20.5
14397,Dealer,0,0,3,BHK,1630.26,1,1,"Palanpur,Surat",72.83,21.17,50.0
14398,Owner,0,0,2,BHK,950.05,1,1,"Chintal,Secunderabad",78.5,17.45,35.0
14399,Dealer,0,0,1,BHK,566.04,1,1,"Sholinganallur,Chennai",80.23,12.9,30.0
14400,Dealer,0,1,1,BHK,449.99,1,1,"Kolshet Road,Lalitpur",78.42,24.69,66.0
14401,Dealer,0,0,2,BHK,930.23,1,1,"West Tambaram,Chennai",80.11,12.93,34.0
14402,Dealer,1,0,2,BHK,1250.0,0,1,"Pashan,Pune",73.79,18.54,82.0
14403,Dealer,0,0,2,BHK,1312.66,1,1,"Rajaji Nagar,Bangalore",77.55,12.98,160.0
14404,Owner,0,0,2,BHK,825.14,1,1,"Pratap Nagar,Jaipur",75.84,26.81,23.5
14405,Owner,0,0,2,BHK,1209.68,1,1,"Alkapuri,Vadodara",73.17,22.31,45.0
14406,Owner,0,0,2,BHK,1135.19,1,1,"Sector-120 Noida,Noida",77.4,28.59,55.0
14407,Dealer,0,1,2,BHK,1000.0,1,1,"Patlipada,Lalitpur",78.42,24.69,120.0
14408,Dealer,1,0,2,BHK,880.45,0,1,"Vile Parle (East),Lalitpur",72.85,19.1,270.0
14409,Dealer,0,1,3,BHK,1271.16,1,1,"Jeejamata Nagar,Lalitpur",78.42,24.69,220.0
14410,Dealer,0,0,3,BHK,1843.2,1,1,"E M Bypass,Kolkata",88.34,22.54,150.0
14411,Owner,0,0,2,BHK,650.0,1,1,"Om Nagar,Nagpur",79.31,19.99,26.0
14412,Owner,0,0,2,BHK,985.22,1,1,"Vemali,Vadodara",73.19,22.36,26.0
14413,Dealer,1,0,3,BHK,1133.66,0,1,"New Alipore,Kolkata",88.33,22.53,100.0
14414,Owner,0,0,2,BHK,1029.96,1,1,"Wakad Annexe,Pune",73.76,18.6,66.0
14415,Dealer,0,0,1,BHK,565.03,1,1,"Kharegaon,Maharashtra",74.07,17.37,55.0
14416,Owner,1,0,2,BHK,1300.39,0,1,"Hazrat ganj,Lucknow",79.21,27.65,20.0
14417,Dealer,0,0,2,BHK,1000.0,1,1,"Magarpatta,Pune",73.93,18.51,90.5
14418,Owner,0,0,3,BHK,1329.67,1,1,"Naya Raipur,Raipur",75.25,29.91,29.0
14419,Dealer,0,0,2,BHK,1150.02,1,1,"Mahavir Nagar,Mumbai",81.67,21.22,200.0
14420,Owner,0,0,2,BHK,1085.14,1,1,"Govindpura Kardhani Scheme,Jaipur",75.45,26.75,52.0
14421,Dealer,0,0,2,BHK,1014.04,1,1,"Sainath Nagar,Mumbai",75.92,17.64,130.0
14422,Dealer,0,0,1,BHK,680.04,1,1,"Sector-20B Airoli,Lalitpur",77.31,28.38,80.0
14423,Owner,0,0,2,BHK,1250.0,1,1,"Sector 78 Faridabad,Faridabad",77.37,28.38,42.0
14424,Owner,0,0,2,BHK,820.05,1,1,"Vallabh Vidyanagar,Anand",73.11,22.71,18.0
14425,Dealer,0,1,2,BHK,1275.08,1,1,"Thanisandra,Bangalore",77.62,13.06,75.0
14426,Dealer,0,1,2,BHK,1429.09,1,1,"Ajmer Road,Jaipur",75.83,26.93,39.3
14427,Owner,0,0,2,BHK,850.1,1,1,"Lower Bharari,Shimla",77.17,31.1,60.0
14428,Owner,0,0,3,BHK,1250.0,1,1,"Mansarovar,Jaipur",75.76,26.86,32.0
14429,Dealer,0,1,2,BHK,910.05,1,1,"Malad (West),Lalitpur",72.83,19.18,130.0
14430,Dealer,0,1,2,BHK,1000.0,1,1,"Raj Nagar Extension,Ghaziabad",75.78,26.9,29.5
14431,Dealer,0,0,2,BHK,845.18,1,1,"Kandivali (West),Lalitpur",72.84,19.2,170.0
14432,Owner,0,0,2,BHK,1100.11,1,1,"New Thippasandra,Bangalore",77.65,12.97,70.0
14433,Dealer,0,0,3,BHK,1305.33,1,1,"Sector 17 Ulwe,Maharashtra",73.02,18.96,110.0
14434,Dealer,1,1,2,BHK,583.99,0,1,"Powai,Mumbai",72.91,19.12,250.0
14435,Dealer,1,1,3,BHK,1437.44,0,1,"Worli,Mumbai",72.82,19.02,750.0
14436,Owner,0,0,3,BHK,1451.01,1,1,"Tasker Town,Bangalore",77.6,12.97,170.0
14437,Dealer,0,0,2,BHK,728.58,1,1,"DN Nagar,Lalitpur",73.11,20.16,170.0
14438,Dealer,0,0,3,BHK,1600.18,1,1,"Edachira,Kochi",76.27,9.93,73.0
14439,Owner,0,0,2,BHK,1290.32,1,1,"Wave City,Ghaziabad",77.5,28.66,42.0
14440,Owner,0,0,2,BHK,949.97,1,1,"Sidedahalli,Bangalore",77.5,13.07,30.0
14441,Owner,1,1,3,BHK,1835.17,0,1,"Sector-79 Noida,Noida",77.39,28.56,110.0
14442,Dealer,0,1,2,BHK,1030.11,1,1,"Wakad,Pune",73.76,18.6,65.0
14443,Dealer,0,0,3,BHK,1512.29,1,1,"Tilak Nagar,Maharashtra",72.9,19.07,200.0
14444,Dealer,0,0,2,BHK,891.93,1,1,"Kovaipudur,Coimbatore",76.97,11.0,24.1
14445,Dealer,0,1,2,BHK,1050.09,1,1,"Baner-Sus,Pune",73.78,18.56,74.0
14446,Dealer,0,1,4,BHK,2250.32,1,1,"Sector-46 Noida,Noida",77.36,28.55,89.0
14447,Dealer,1,0,2,BHK,839.47,0,1,"Bansdroni,Kolkata",88.36,22.47,31.9
14448,Owner,0,1,4,BHK,2224.2,1,1,"Zirakpur,Chandigarh",76.82,30.66,75.0
14449,Dealer,0,1,1,BHK,780.11,1,1,"Dombivli (East),Mumbai",73.08,19.22,37.5
14450,Dealer,0,1,3,BHK,1103.09,1,1,"Andheri (West),Maharashtra",72.82,19.14,370.0
14451,Owner,1,0,2,BHK,805.06,0,1,"Aminabad,Lucknow",80.93,26.85,28.0
14452,Dealer,0,0,3,BHK,1400.08,1,1,"Mansarovar Extension,Jaipur",75.76,26.86,33.0
14453,Dealer,0,0,3,BHK,1844.73,1,1,"Kundli,Sonipat",77.11,28.87,48.0
